Unnamed: 0,Player,Team,Age,GP,W,L,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,GP RANK,W RANK,L RANK,MIN RANK,PTS RANK,FGM RANK,FGA RANK,FG% RANK,3PM RANK,3PA RANK,3P% RANK,FTM RANK,FTA RANK,FT% RANK,OREB RANK,DREB RANK,REB RANK,AST RANK,TOV RANK,STL RANK,BLK RANK,PF RANK,FP RANK,DD2 RANK,TD3 RANK,+/- RANK,Rookie Season
1,Caron Butler,MIA,23,49,17,32,1804.5,681,241,608,39.6,12,44,27.3,187,228,82.0,103,162,265,130,107,86,17,140,1396,3,0,-128,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-03
2,Amar'e Stoudemire,PHX,20,50,29,21,1562.1,640,220,489,45.0,1,5,20.0,199,295,67.5,169,287,456,42,110,38,45,166,1389,18,0,-27,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-03
3,Yao Ming,HOU,22,48,26,22,1330.1,622,227,429,52.9,0,0,0.0,168,217,77.4,116,273,389,76,94,15,95,136,1439,16,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-03
4,Drew Gooden,ORL,21,47,13,34,1258.6,586,244,547,44.6,12,41,29.3,86,124,69.4,102,179,281,63,100,37,21,114,1092,5,0,-153,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-03
5,Dajuan Wagner,CLE,20,35,7,28,1081.1,507,182,489,37.2,46,146,31.5,97,126,77.0,17,39,56,99,63,34,5,83,777,1,0,-162,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-03
6,Nene,DEN,20,48,12,36,1351.8,465,179,354,50.6,0,3,0.0,107,186,57.5,127,167,294,94,108,86,36,168,1217,5,0,-136,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-03
7,Jay Williams,CHI,21,42,13,29,1207.7,387,149,399,37.3,36,128,28.1,53,93,57.0,15,107,122,223,105,58,10,116,967,3,1,-232,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-03
8,Casey Jacobsen,PHX,22,48,27,21,838.3,292,96,248,38.7,44,134,32.8,56,84,66.7,20,34,54,49,37,22,6,68,477,0,0,94,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-03
9,Mike Dunleavy,GSW,22,48,21,27,666.7,229,81,206,39.3,28,76,36.8,39,51,76.5,30,65,95,52,45,26,11,65,487,0,0,47,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-03
10,Nikoloz Tskitishvili,DEN,20,48,11,37,672.3,160,60,194,30.9,21,84,25.0,19,30,63.3,34,68,102,43,47,18,16,65,402,0,0,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-03
11,Kareem Rush,LAL,22,42,22,20,481.7,127,54,144,37.5,12,39,30.8,7,10,70.0,13,40,53,42,38,7,6,41,255,0,0,-42,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-03
12,Juan Dixon,WAS,24,16,8,8,210.4,98,36,93,38.7,7,24,29.2,19,22,86.4,4,25,29,15,16,12,1,21,178,0,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-03
13,Chris Jefferies,TOR,23,32,6,26,340.0,90,35,80,43.8,6,23,26.1,14,20,70.0,11,27,38,9,24,9,9,32,179,0,0,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-03
14,Jared Jeffries,WAS,21,20,7,13,290.3,79,30,63,47.6,3,6,50.0,16,29,55.2,26,32,58,16,21,8,5,28,191,0,0,41,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-03
15,Melvin Ely,LAC,25,22,8,14,257.3,74,23,58,39.7,0,0,0.0,28,36,77.8,19,31,50,1,16,2,6,27,144,0,0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-03
15,Tayshaun Prince,DET,23,24,19,5,225.3,74,27,62,43.5,13,28,46.4,7,11,63.6,3,28,31,10,10,4,10,14,158,0,0,-14,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-03
17,John Salmons,PHI,23,40,20,20,340.1,73,26,73,35.6,7,22,31.8,14,20,70.0,11,29,40,36,22,12,5,39,204,0,0,-11,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-03
18,Marcus Haislip,MIL,22,20,8,12,199.6,71,29,67,43.3,2,6,33.3,11,15,73.3,10,21,31,4,11,2,4,23,121,0,0,-41,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-03
19,Qyntel Woods,POR,22,30,21,9,179.4,66,30,56,53.6,1,6,16.7,5,14,35.7,9,24,33,5,12,7,0,20,122,0,0,-27,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-03
20,Dan Dickau,ATL,24,23,11,12,216.1,64,24,73,32.9,6,21,28.6,10,12,83.3,4,16,20,43,24,6,0,28,147,0,0,-69,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-03
20,Ryan Humphrey,MEM,23,33,17,16,316.9,64,23,84,27.4,0,0,0.0,18,28,64.3,30,38,68,7,21,3,15,52,189,0,0,-57,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-03
22,Jiri Welsch,GSW,23,22,6,16,185.7,49,15,57,26.3,1,2,50.0,18,23,78.3,8,11,19,20,16,6,1,25,107,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-03
23,Chris Wilcox,LAC,20,20,4,16,139.9,46,21,43,48.8,0,0,0.0,4,10,40.0,10,20,30,4,7,3,2,14,96,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-03
24,Efthimios Rentzias,PHI,27,15,8,7,56.2,27,11,27,40.7,1,2,50.0,4,5,80.0,8,7,15,2,3,2,1,9,54,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-03
25,Bostjan Nachbar,HOU,22,12,5,7,73.2,25,9,27,33.3,2,9,22.2,5,9,55.6,3,8,11,3,6,2,2,11,49,0,0,-14,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-03
26,Fred Jones,IND,24,15,11,4,96.5,18,8,20,40.0,1,5,20.0,1,2,50.0,3,5,8,4,6,5,1,12,46,0,0,-13,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-03
27,Frank Williams,NYK,23,6,0,6,30.5,1,0,5,0.0,0,3,0.0,1,2,50.0,0,1,1,3,2,3,1,5,17,0,0,-37,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-03
1,Carmelo Anthony,DEN,20,54,31,23,1937.4,1045,378,896,42.2,47,145,32.4,242,322,75.2,112,224,336,148,158,69,35,148,1824,9,0,44,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
2,LeBron James,CLE,19,50,18,32,1999.3,1022,390,962,40.5,45,158,28.5,197,259,76.1,65,218,283,289,183,74,33,95,1933,6,0,-138,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
3,Dwyane Wade,MIA,22,36,16,20,1302.2,586,231,489,47.2,9,29,31.0,115,163,70.6,61,93,154,157,108,48,24,86,1114,1,0,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
4,Kirk Hinrich,CHI,23,48,13,35,1648.3,519,181,459,39.4,83,217,38.2,74,98,75.5,24,123,147,292,134,60,10,171,1209,7,0,-137,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
5,Jarvis Hayes,WAS,22,50,16,34,1526.5,497,206,515,40.0,25,88,28.4,60,74,81.1,56,158,214,76,90,57,11,117,982,2,0,-200,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
6,Chris Bosh,TOR,20,44,21,23,1432.4,487,182,390,46.7,3,8,37.5,120,179,67.0,123,201,324,44,62,29,63,123,1156,8,0,-41,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
7,Raul Lopez,UTA,24,53,26,27,1099.6,398,153,346,44.2,19,63,30.2,73,85,85.9,17,92,109,191,126,34,2,124,797,1,0,-46,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
8,T.J. Ford,MIL,21,50,27,23,1358.8,356,137,368,37.2,5,20,25.0,77,93,82.8,34,134,168,327,128,57,3,112,1100,3,0,-11,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
9,Josh Howard,DAL,24,42,26,16,964.1,353,141,321,43.9,9,35,25.7,62,89,69.7,93,141,234,59,43,45,36,109,922,2,0,94,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
10,Chris Kaman,LAC,22,51,22,29,1124.9,323,129,289,44.6,0,2,0.0,65,92,70.7,85,212,297,48,97,13,48,133,837,4,0,-49,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
11,Leandro Barbosa,PHX,21,44,14,30,799.2,303,117,260,45.0,48,119,40.3,21,27,77.8,11,46,57,92,71,49,4,85,597,0,0,-76,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
12,Marcus Banks,BOS,22,53,22,31,895.1,288,105,284,37.0,20,63,31.7,58,78,74.4,21,74,95,118,86,49,10,109,670,0,0,-52,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
13,Luke Ridnour,SEA,23,48,22,26,758.2,272,103,255,40.4,17,56,30.4,49,60,81.7,26,46,72,106,63,39,4,69,583,0,0,-103,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
14,Sasha Pavlovic,UTA,20,51,24,27,690.2,243,94,228,41.2,12,45,26.7,43,52,82.7,24,74,98,38,45,26,10,118,481,0,0,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
15,Boris Diaw,ATL,22,47,18,29,1149.0,186,74,181,40.9,2,15,13.3,36,62,58.1,60,144,204,114,93,33,21,113,671,0,0,-166,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
16,David West,NOH,23,42,23,19,482.6,147,58,129,45.0,0,2,0.0,31,43,72.1,69,96,165,27,25,10,9,63,418,1,0,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
17,Zarko Cabarkapa,PHX,23,24,10,14,310.0,125,51,115,44.3,6,23,26.1,17,32,53.1,13,46,59,22,35,7,9,38,242,0,0,-74,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
18,Brian Cook,LAL,23,13,5,8,244.2,86,34,75,45.3,0,3,0.0,18,24,75.0,14,41,55,11,8,9,10,35,218,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
19,Zoran Planinic,NJN,21,29,18,11,216.8,69,25,65,38.5,4,19,21.1,15,24,62.5,8,17,25,28,21,6,2,43,144,0,0,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
20,Mickael Pietrus,GSW,22,26,11,15,186.9,63,18,51,35.3,13,32,40.6,14,21,66.7,8,21,29,10,10,8,3,26,136,0,0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
21,Curtis Borchardt,UTA,23,16,8,8,257.5,58,22,56,39.3,0,1,0.0,14,18,77.8,13,41,54,15,18,4,14,40,181,0,0,-29,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
22,Dahntay Jones,MEM,23,14,9,5,116.6,32,13,42,31.0,1,4,25.0,5,11,45.5,5,10,15,11,7,5,3,13,84,0,0,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
23,Michael Sweetney,NYK,21,15,5,10,84.8,27,11,35,31.4,0,0,0.0,5,7,71.4,4,12,16,2,8,3,0,9,50,0,0,-22,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
24,Reece Gaines,ORL,23,20,1,19,151.0,18,5,34,14.7,1,4,25.0,7,8,87.5,3,15,18,17,8,4,2,11,75,0,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
25,Darko Milicic,DET,19,16,12,4,52.4,16,7,20,35.0,0,0,0.0,2,7,28.6,3,8,11,3,7,4,4,16,51,0,0,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
26,Kendrick Perkins,BOS,19,6,2,4,25.2,14,4,9,44.4,0,0,0.0,6,9,66.7,3,4,7,1,3,0,2,4,27,0,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
27,Ndudi Ebi,MIN,20,17,14,3,31.5,13,6,14,42.9,0,0,0.0,1,4,25.0,2,1,3,3,3,0,4,6,30,0,0,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
28,Troy Bell,MEM,23,2,2,0,7.2,5,1,2,50.0,0,0,0.0,3,3,100.0,1,1,2,1,3,0,0,1,6,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
29,Travis Outlaw,POR,19,7,1,6,11.2,4,1,4,25.0,0,0,0.0,2,4,50.0,1,1,2,1,1,0,0,0,7,0,0,-16,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04
1,Ben Gordon,CHI,22,49,26,23,1134.9,690,250,569,43.9,73,168,43.5,117,139,84.2,34,84,118,87,108,27,3,130,944,0,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-05
2,Emeka Okafor,CHA,22,42,9,33,1500.0,623,261,584,44.7,0,0,0.0,101,176,57.4,166,295,461,39,72,36,62,127,1457,27,0,-202,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-05
3,Luol Deng,CHI,20,49,26,23,1395.7,621,245,560,43.8,30,112,26.8,101,132,76.5,79,196,275,118,98,41,21,83,1216,3,0,115,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-05
4,Dwight Howard,ORL,19,52,28,24,1665.1,546,186,375,49.6,0,0,0.0,174,261,66.7,181,326,507,46,95,43,83,135,1506,17,0,-73,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-05
5,Andre Iguodala,PHI,21,53,26,27,1708.5,463,166,354,46.9,30,98,30.6,101,134,75.4,51,262,313,155,102,95,34,137,1356,3,0,-48,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-05
6,Nenad Krstic,NJN,21,48,21,27,1135.8,380,147,319,46.1,0,0,0.0,86,123,69.9,90,140,230,46,63,24,48,173,878,4,0,-49,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-05
7,Josh Childress,ATL,22,50,9,41,1217.8,371,141,311,45.3,7,31,22.6,82,104,78.8,106,144,250,78,57,39,22,116,914,4,0,-178,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-05
8,JR Smith,NOH,19,47,11,36,988.8,356,137,356,38.5,42,143,29.4,40,63,63.5,23,49,72,73,49,29,11,66,623,0,0,-227,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-05
9,Josh Smith,ATL,19,43,8,35,1014.4,341,131,273,48.0,0,4,0.0,79,114,69.3,90,132,222,72,69,34,77,77,979,2,0,-167,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-05
10,Tony Allen,BOS,23,52,27,25,814.3,329,125,261,47.9,7,21,33.3,72,94,76.6,62,88,150,46,57,55,17,97,737,0,0,90,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-05
11,Al Jefferson,BOS,20,43,21,22,671.9,296,123,237,51.9,0,2,0.0,50,83,60.2,79,125,204,14,41,14,42,114,689,3,0,-36,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-05
12,Beno Udrih,SAS,22,52,40,12,735.4,290,106,234,45.3,30,72,41.7,48,60,80.0,9,43,52,97,43,32,5,61,566,1,0,142,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-05
13,Jameer Nelson,ORL,23,52,28,24,677.0,286,125,286,43.7,13,48,27.1,23,40,57.5,23,63,86,113,53,38,2,108,626,0,0,-19,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-05
14,Devin Harris,DAL,22,48,34,14,757.4,281,104,245,42.4,29,89,32.6,44,56,78.6,13,34,47,107,57,49,9,91,615,0,0,-56,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-05
15,David Harrison,IND,22,35,19,16,670.5,235,97,165,58.8,0,0,0.0,41,73,56.2,44,73,117,12,50,12,51,107,532,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-05
16,Nick Collison,SEA,24,50,35,15,716.1,234,98,190,51.6,0,2,0.0,38,59,64.4,81,115,196,18,36,20,26,151,598,2,0,75,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-05
17,Kirk Snyder,UTA,22,42,14,28,455.3,176,64,161,39.8,18,44,40.9,30,46,65.2,24,37,61,14,31,11,9,66,299,0,0,-119,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-05
18,Sebastian Telfair,POR,20,39,14,25,414.6,165,56,158,35.4,11,34,32.4,42,52,80.8,4,32,36,62,47,9,0,49,281,0,0,-16,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-05
19,Rafael Araujo,TOR,24,35,15,20,430.0,114,44,105,41.9,1,2,50.0,25,30,83.3,37,91,128,10,37,9,5,88,288,0,0,-37,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-05
20,Kris Humphries,UTA,20,37,8,29,347.4,99,41,110,37.3,2,5,40.0,15,33,45.5,28,41,69,16,23,7,7,43,225,0,0,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-05
21,Kevin Martin,SAC,22,29,19,10,320.5,86,27,75,36.0,2,12,16.7,30,45,66.7,25,20,45,17,21,12,2,26,187,0,0,-23,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-05
22,Shaun Livingston,LAC,19,13,5,8,283.7,72,33,80,41.3,0,2,0.0,6,10,60.0,6,21,27,43,27,14,8,34,208,0,0,-38,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-05
23,Carlos Delfino,DET,22,13,8,5,203.2,68,24,55,43.6,6,18,33.3,14,21,66.7,5,17,22,12,11,9,5,26,143,0,0,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-05
24,Sasha Vujacic,LAL,21,21,10,11,217.8,61,19,63,30.2,11,33,33.3,12,13,92.3,5,32,37,16,7,6,0,21,140,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-05
25,Luke Jackson,CLE,23,10,5,5,43.1,29,10,27,37.0,4,6,66.7,5,6,83.3,2,4,6,3,2,0,0,4,39,0,0,-18,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-05
26,Delonte West,BOS,21,13,6,7,92.4,28,11,26,42.3,4,12,33.3,2,3,66.7,2,8,10,13,4,1,3,15,68,0,0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-05
27,Viktor Khryapa,POR,22,5,1,4,39.8,12,3,5,60.0,2,3,66.7,4,6,66.7,1,3,4,1,1,1,0,4,20,0,0,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-05
28,Andris Biedrins,GSW,19,4,0,4,21.1,6,2,5,40.0,0,0,0.0,2,3,66.7,0,3,3,1,1,0,2,4,16,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-05
29,Robert Swift,SEA,19,9,7,2,29.5,4,1,3,33.3,0,0,0.0,2,4,50.0,0,1,1,2,2,0,1,5,9,0,0,-33,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-05
30,Dorell Wright,MIA,19,1,1,0,1.8,0,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-05
1,Chris Paul,NOK,21,48,26,22,1699.7,762,250,579,43.2,30,104,28.8,232,281,82.6,36,231,267,371,115,104,3,138,1845,14,0,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-06
2,Channing Frye,NYK,23,51,15,36,1289.1,679,257,533,48.2,2,8,25.0,163,196,83.2,113,190,303,48,82,24,37,156,1216,2,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-06
3,Charlie Villanueva,TOR,21,52,19,33,1336.3,647,273,566,48.2,39,116,33.6,62,93,66.7,104,173,277,44,61,38,40,152,1218,4,0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-06
4,Raymond Felton,CHA,22,53,14,39,1389.2,496,180,482,37.3,44,134,32.8,92,134,68.7,52,120,172,240,111,65,6,114,1164,3,0,-68,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-06
5,Andrew Bogut,MIL,21,52,27,25,1513.9,470,192,367,52.3,0,1,0.0,86,135,63.7,134,260,394,110,81,36,60,169,1315,8,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-06
6,Deron Williams,UTA,22,50,23,27,1321.2,467,179,466,38.4,41,124,33.1,68,94,72.3,19,105,124,193,96,38,9,130,950,2,0,-48,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-06
7,Luther Head,HOU,23,51,20,31,1393.4,418,149,393,37.9,76,211,36.0,44,65,67.7,20,146,166,123,75,52,4,119,895,1,0,-53,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-06
8,Nate Robinson,NYK,22,50,15,35,983.8,413,140,369,37.9,37,93,39.8,96,129,74.4,36,92,128,91,78,29,1,137,715,0,0,-24,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-06
9,Marvin Williams,ATL,20,49,15,34,1110.9,338,119,284,41.9,12,38,31.6,88,116,75.9,57,165,222,38,43,29,16,140,753,1,0,-116,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-06
10,Jarrett Jack,POR,22,51,18,33,1029.8,316,115,277,41.5,10,45,22.2,76,98,77.6,8,103,111,133,63,32,1,86,685,0,0,-208,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-06
11,Joey Graham,TOR,24,51,19,32,944.7,315,115,231,49.8,20,55,36.4,65,82,79.3,32,114,146,35,62,17,5,138,547,0,0,-114,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-06
12,Danny Granger,IND,23,46,24,22,972.8,305,110,254,43.3,16,44,36.4,69,87,79.3,77,136,213,48,53,35,34,123,787,3,0,-41,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-06
13,Francisco Garcia,SAC,24,48,23,25,1037.5,298,102,263,38.8,26,103,25.2,68,85,80.0,28,117,145,81,57,33,39,108,753,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-06
14,Rashad McCants,MIN,21,51,22,29,633.8,282,112,265,42.3,25,70,35.7,33,47,70.2,15,51,66,23,49,24,11,87,452,0,0,-118,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-06
